"order_id";"order_create_date";"order_pickup_date";"order_pickup_store";"pickup_store_name";"pickup_store_address";"pickup_store_phone";"pickup_store_city";"pickup_store_state";"order_return_date";"order_return_store";"return_store_name";"return_store_address";"return_store_phone";"return_store_city";"return_store_state"
235;"20060220";"20060220";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria";"20060228";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
236;"20060221";"20060224";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060312";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
237;"20060222";"20060222";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060313";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
238;"20060223";"20060224";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria";"20060228";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
239;"20060224";"20060224";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria";"20060313";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
240;"20060225";"20060228";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20060315";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
241;"20060226";"20060227";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060312";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
243;"20060228";"20060228";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060308";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
244;"20060301";"20060302";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20060405";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
245;"20060302";"20060302";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20060320";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
246;"20060303";"20060304";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060328";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
247;"20060304";"20060304";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20060312";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
248;"20060305";"20060305";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060320";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
249;"20060306";"20060306";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060324";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
250;"20060307";"20060307";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060312";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
251;"20060308";"20060308";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060314";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
252;"20060309";"20060312";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060313";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
253;"20060310";"20060310";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20060411";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
254;"20060311";"20060314";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060318";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
255;"20060312";"20060312";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060316";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
256;"20060313";"20060313";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060319";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
257;"20060314";"20060314";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060323";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
258;"20060315";"20060315";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20060324";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
259;"20060316";"20060316";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060324";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
260;"20060317";"20060318";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060410";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
261;"20060318";"20060319";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060410";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria"
262;"20060319";"20060320";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060403";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
263;"20060320";"20060320";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20060323";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
264;"20060321";"20060324";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060326";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
265;"20060322";"20060323";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060326";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
266;"20060323";"20060324";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060411";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
267;"20060324";"20060324";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20060329";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
268;"20060325";"20060326";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20060401";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
269;"20060326";"20060326";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060411";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
270;"20060327";"20060327";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20060328";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
271;"20060328";"20060328";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060412";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
272;"20060329";"20060329";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria";"20060405";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
273;"20060330";"20060330";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060411";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
274;"20060331";"20060331";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria";"20060416";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
275;"20060401";"20060401";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria";"20060410";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
276;"20060402";"20060405";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria";"20060407";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
277;"20060403";"20060403";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria";"20060408";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales"
278;"20060404";"20060404";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060415";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
279;"20060405";"20060405";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria";"20060414";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
280;"20060406";"20060406";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060413";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
281;"20060407";"20060407";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20060513";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
282;"20060408";"20060409";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales";"20060417";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales"
283;"20060409";"20060409";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060411";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
284;"20060410";"20060411";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20060419";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
285;"20060411";"20060411";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060512";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
286;"20060412";"20060412";6;"Lavender Bay_store";"7305 Humphrey Drive";"1 (11) 543 535-0151";"Lavender Bay                  ";"New South Wales";"20060419";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
287;"20060413";"20060413";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060416";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
288;"20060414";"20060415";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060419";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
289;"20060415";"20060416";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060423";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
290;"20060416";"20060419";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060424";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
291;"20060417";"20060417";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060507";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
292;"20060418";"20060418";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060515";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
293;"20060419";"20060419";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20060423";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
294;"20060420";"20060423";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060511";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
295;"20060421";"20060421";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060426";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
296;"20060422";"20060423";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20060425";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
297;"20060423";"20060423";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060428";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
298;"20060424";"20060424";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060515";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
299;"20060425";"20060425";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060510";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
300;"20060426";"20060427";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060515";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
301;"20060427";"20060427";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060508";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
302;"20060428";"20060429";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060513";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
303;"20060429";"20060429";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060514";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
304;"20060430";"20060430";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060512";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
305;"20060501";"20060501";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060510";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
306;"20060502";"20060502";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060514";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
307;"20060503";"20060503";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20060508";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
308;"20060504";"20060504";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060525";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
309;"20060505";"20060505";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20060514";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
310;"20060506";"20060506";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060511";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
311;"20060507";"20060507";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060511";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
312;"20060508";"20060508";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060509";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
313;"20060509";"20060509";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060517";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria"
314;"20060510";"20060511";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria";"20060515";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
315;"20060511";"20060511";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria";"20060519";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
316;"20060512";"20060512";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060517";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
317;"20060513";"20060513";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria";"20060522";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
318;"20060514";"20060514";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060527";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
319;"20060515";"20060515";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria";"20060523";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
320;"20060516";"20060517";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria";"20060521";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales"
321;"20060517";"20060517";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20060525";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales"
322;"20060518";"20060518";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060624";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
323;"20060519";"20060519";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales";"20060618";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria"
324;"20060520";"20060521";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20060620";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
325;"20060521";"20060521";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20060529";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales"
326;"20060522";"20060525";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060613";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
327;"20060523";"20060523";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060603";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
328;"20060524";"20060525";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales";"20060611";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
329;"20060525";"20060525";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060602";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
330;"20060526";"20060526";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20060617";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
331;"20060527";"20060527";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060529";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
332;"20060528";"20060529";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060619";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
333;"20060529";"20060529";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060612";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
334;"20060530";"20060530";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060618";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
335;"20060531";"20060531";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20060612";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
336;"20060601";"20060602";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20060604";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
337;"20060602";"20060603";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20060603";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
338;"20060603";"20060603";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060622";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
339;"20060604";"20060604";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060620";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
340;"20060605";"20060605";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060616";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
342;"20060607";"20060608";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060706";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
343;"20060608";"20060608";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060613";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland"
344;"20060609";"20060612";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060618";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
345;"20060610";"20060610";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060628";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
346;"20060611";"20060612";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060616";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
347;"20060612";"20060613";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060713";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
348;"20060613";"20060614";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060714";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
349;"20060614";"20060614";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20060715";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
350;"20060615";"20060618";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20060623";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
351;"20060616";"20060616";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060617";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
